#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCNB2	PKMYT1	9606.ENSP00000288207	9606.ENSP00000262300	0	0	0	0	0.322	0.788	0.500	0.504	0.959
CCNB2	GINS1	9606.ENSP00000288207	9606.ENSP00000262460	0	0	0	0	0.239	0.091	0	0.311	0.482
CCNB2	CCNE1	9606.ENSP00000288207	9606.ENSP00000262643	0	0	0	0.622	0.483	0	0	0.548	0.757
CCNB2	CDKN2C	9606.ENSP00000288207	9606.ENSP00000262662	0	0	0	0	0.072	0.091	0	0.409	0.458
CCNB2	SGO1	9606.ENSP00000288207	9606.ENSP00000263753	0	0	0	0	0.526	0.045	0.400	0.464	0.835
CCNB2	MCM6	9606.ENSP00000288207	9606.ENSP00000264156	0	0.100	0	0	0.418	0.110	0	0.693	0.837
CCNB2	DEPDC1B	9606.ENSP00000288207	9606.ENSP00000265036	0	0	0	0	0.550	0	0	0.168	0.610
CCNB2	MCM2	9606.ENSP00000288207	9606.ENSP00000265056	0	0.007	0	0	0.474	0.659	0	0.350	0.873
CCNB2	CENPE	9606.ENSP00000288207	9606.ENSP00000265148	0	0	0	0	0.595	0.051	0.400	0.780	0.942
CCNB2	TICRR	9606.ENSP00000288207	9606.ENSP00000268138	0	0	0	0	0.405	0.066	0	0.129	0.474
CCNB2	PLK4	9606.ENSP00000288207	9606.ENSP00000270861	0	0	0	0	0.536	0.177	0	0.425	0.761
CCNB2	NUF2	9606.ENSP00000288207	9606.ENSP00000271452	0	0	0	0	0.744	0	0.400	0.594	0.932
CCNB2	CDCA5	9606.ENSP00000288207	9606.ENSP00000275517	0	0	0	0	0.786	0	0.400	0.782	0.969
CCNB2	CENPU	9606.ENSP00000288207	9606.ENSP00000281453	0	0	0	0	0.472	0	0.400	0.552	0.846
CCNB2	SPC25	9606.ENSP00000288207	9606.ENSP00000282074	0	0	0	0	0.493	0	0.400	0.207	0.738
CCNB2	SKA1	9606.ENSP00000288207	9606.ENSP00000285116	0	0	0	0	0.444	0	0.400	0.357	0.767
CCNB2	PIF1	9606.ENSP00000288207	9606.ENSP00000328174	0	0	0	0	0.305	0.111	0	0.112	0.403
CCNB2	MTFR2	9606.ENSP00000288207	9606.ENSP00000395232	0	0	0	0	0.248	0.100	0	0.191	0.405
CCNB2	HMGB3	9606.ENSP00000288207	9606.ENSP00000359393	0	0	0	0	0.284	0.051	0	0.199	0.408
CCNB2	POC1A	9606.ENSP00000288207	9606.ENSP00000296484	0	0	0	0	0.406	0.071	0	0.052	0.432
CCNB2	STIL	9606.ENSP00000288207	9606.ENSP00000360944	0	0	0	0	0.383	0	0	0.167	0.464
CCNB2	DSCC1	9606.ENSP00000288207	9606.ENSP00000322180	0	0	0	0	0.333	0.130	0	0.220	0.508
CCNB2	KIF18B	9606.ENSP00000288207	9606.ENSP00000465992	0	0	0	0	0.309	0.051	0	0.313	0.510
CCNB2	ESCO2	9606.ENSP00000288207	9606.ENSP00000306999	0	0	0	0	0.354	0.102	0	0.231	0.515
CCNB2	PARPBP	9606.ENSP00000288207	9606.ENSP00000440850	0	0	0	0	0.449	0.066	0	0.145	0.522
CCNB2	UHRF1	9606.ENSP00000288207	9606.ENSP00000479617	0	0	0	0	0.331	0	0	0.314	0.522
CCNB2	E2F2	9606.ENSP00000288207	9606.ENSP00000355249	0	0	0	0	0.151	0	0	0.464	0.525
CCNB2	SHCBP1	9606.ENSP00000288207	9606.ENSP00000306473	0	0	0	0	0.452	0	0	0.202	0.544
CCNB2	STMN1	9606.ENSP00000288207	9606.ENSP00000410452	0	0	0	0	0.373	0.091	0	0.264	0.544
CCNB2	DTL	9606.ENSP00000288207	9606.ENSP00000355958	0	0	0	0	0.475	0	0	0.199	0.562
CCNB2	E2F7	9606.ENSP00000288207	9606.ENSP00000323246	0	0	0	0	0.371	0	0	0.341	0.568
CCNB2	FANCI	9606.ENSP00000288207	9606.ENSP00000310842	0	0	0	0	0.484	0	0	0.231	0.586
CCNB2	RAD54L	9606.ENSP00000288207	9606.ENSP00000361043	0	0	0	0	0.400	0.094	0	0.345	0.613
CCNB2	FEN1	9606.ENSP00000288207	9606.ENSP00000305480	0	0	0	0	0.385	0.087	0	0.376	0.619
CCNB2	CENPW	9606.ENSP00000288207	9606.ENSP00000357308	0	0	0	0	0.542	0	0	0.223	0.629
CCNB2	MCM10	9606.ENSP00000288207	9606.ENSP00000418268	0	0	0	0	0.402	0	0	0.411	0.632
CCNB2	KIF14	9606.ENSP00000288207	9606.ENSP00000356319	0	0	0	0	0.464	0	0	0.368	0.647
CCNB2	SKA3	9606.ENSP00000288207	9606.ENSP00000319417	0	0	0	0	0.568	0	0	0.225	0.651
CCNB2	UBE2T	9606.ENSP00000288207	9606.ENSP00000494957	0	0	0	0	0.487	0.072	0	0.346	0.662
CCNB2	ORC1	9606.ENSP00000288207	9606.ENSP00000360623	0	0	0	0	0.367	0.178	0	0.422	0.673
CCNB2	DEPDC1	9606.ENSP00000288207	9606.ENSP00000412292	0	0	0	0	0.615	0	0	0.314	0.724
CCNB2	CKAP2L	9606.ENSP00000288207	9606.ENSP00000305204	0	0	0	0	0.460	0	0	0.519	0.729
CCNB2	SPC24	9606.ENSP00000288207	9606.ENSP00000465075	0	0	0	0	0.453	0	0.400	0.257	0.734
CCNB2	EXO1	9606.ENSP00000288207	9606.ENSP00000355506	0	0	0	0	0.523	0.091	0	0.456	0.744
CCNB2	SPAG5	9606.ENSP00000288207	9606.ENSP00000323300	0	0	0	0	0.586	0.146	0	0.376	0.760
CCNB2	DIAPH3	9606.ENSP00000288207	9606.ENSP00000383178	0	0	0	0	0.335	0.632	0	0.113	0.764
CCNB2	E2F1	9606.ENSP00000288207	9606.ENSP00000345571	0	0	0	0	0.233	0	0	0.730	0.785
CCNB2	KIFC1	9606.ENSP00000288207	9606.ENSP00000393963	0	0	0	0	0.623	0.111	0	0.411	0.786
CCNB2	CDCA2	9606.ENSP00000288207	9606.ENSP00000328228	0	0	0	0	0.602	0	0	0.500	0.793
CCNB2	RAD51	9606.ENSP00000288207	9606.ENSP00000493712	0	0	0	0	0.522	0.189	0	0.552	0.811
CCNB2	CDT1	9606.ENSP00000288207	9606.ENSP00000301019	0	0	0	0	0.541	0.065	0	0.619	0.822
CCNB2	GTSE1	9606.ENSP00000288207	9606.ENSP00000415430	0	0	0	0	0.519	0	0.400	0.447	0.826
CCNB2	KIF15	9606.ENSP00000288207	9606.ENSP00000324020	0	0	0	0	0.589	0.062	0	0.591	0.828
CCNB2	KNL1	9606.ENSP00000288207	9606.ENSP00000335463	0	0	0	0	0.398	0.117	0.400	0.527	0.829
CCNB2	CHEK1	9606.ENSP00000288207	9606.ENSP00000391090	0	0	0	0	0.534	0.069	0	0.647	0.833
CCNB2	CENPN	9606.ENSP00000288207	9606.ENSP00000377007	0	0	0	0	0.650	0	0.400	0.312	0.843
CCNB2	KIF4A	9606.ENSP00000288207	9606.ENSP00000363524	0	0	0	0	0.724	0	0	0.529	0.864
CCNB2	TYMS	9606.ENSP00000288207	9606.ENSP00000315644	0	0	0	0	0.798	0	0	0.374	0.868
CCNB2	MKI67	9606.ENSP00000288207	9606.ENSP00000357643	0	0	0	0	0.612	0	0	0.679	0.870
CCNB2	TK1	9606.ENSP00000288207	9606.ENSP00000468425	0	0	0	0	0.728	0	0	0.578	0.880
CCNB2	PBK	9606.ENSP00000288207	9606.ENSP00000428489	0	0	0	0	0.763	0.098	0	0.486	0.880
CCNB2	PCLAF	9606.ENSP00000288207	9606.ENSP00000300035	0	0	0	0	0.807	0	0	0.413	0.882
CCNB2	HMMR	9606.ENSP00000288207	9606.ENSP00000377492	0	0	0	0	0.796	0.091	0	0.446	0.888
CCNB2	CDKN3	9606.ENSP00000288207	9606.ENSP00000335357	0	0	0	0	0.815	0.175	0	0.358	0.893
CCNB2	FOXM1	9606.ENSP00000288207	9606.ENSP00000342307	0	0	0	0	0.504	0.091	0.500	0.590	0.895
CCNB2	NEK2	9606.ENSP00000288207	9606.ENSP00000355966	0	0	0	0	0.670	0	0	0.717	0.902
CCNB2	HJURP	9606.ENSP00000288207	9606.ENSP00000414109	0	0	0	0	0.792	0	0	0.564	0.905
CCNB2	CEP55	9606.ENSP00000288207	9606.ENSP00000360540	0	0	0	0	0.811	0	0	0.529	0.907
CCNB2	CDCA3	9606.ENSP00000288207	9606.ENSP00000442068	0	0	0	0	0.827	0	0	0.518	0.913
CCNB2	RRM2	9606.ENSP00000288207	9606.ENSP00000353770	0	0	0	0	0.566	0	0	0.808	0.913
CCNB2	ZWINT	9606.ENSP00000288207	9606.ENSP00000363055	0	0	0	0	0.539	0	0.400	0.735	0.920
CCNB2	KIF20A	9606.ENSP00000288207	9606.ENSP00000378356	0	0	0	0	0.842	0	0	0.624	0.938
CCNB2	CDC45	9606.ENSP00000288207	9606.ENSP00000405726	0	0	0	0	0.784	0.095	0	0.764	0.950
CCNB2	TPX2	9606.ENSP00000288207	9606.ENSP00000300403	0	0	0	0	0.835	0.045	0	0.725	0.953
CCNB2	TTK	9606.ENSP00000288207	9606.ENSP00000358813	0	0	0	0	0.852	0.071	0	0.736	0.960
CCNB2	MAD2L1	9606.ENSP00000288207	9606.ENSP00000296509	0	0	0	0	0.615	0.127	0.400	0.835	0.962
CCNB2	UBE2C	9606.ENSP00000288207	9606.ENSP00000348838	0	0	0	0	0.861	0.072	0	0.774	0.968
CCNB2	PTTG1	9606.ENSP00000288207	9606.ENSP00000377536	0	0	0	0	0.863	0	0	0.790	0.970
CCNB2	KIF2C	9606.ENSP00000288207	9606.ENSP00000361298	0	0	0	0	0.823	0	0.400	0.753	0.971
CCNB2	CDC25A	9606.ENSP00000288207	9606.ENSP00000303706	0	0	0	0	0.394	0.114	0.900	0.570	0.973
CCNB2	CDCA8	9606.ENSP00000288207	9606.ENSP00000362146	0	0	0	0	0.754	0	0.400	0.838	0.974
CCNB2	CENPF	9606.ENSP00000288207	9606.ENSP00000355922	0	0	0	0	0.828	0	0.400	0.767	0.974
CCNB2	MELK	9606.ENSP00000288207	9606.ENSP00000298048	0	0	0	0	0.852	0.126	0	0.822	0.975
CCNB2	CENPA	9606.ENSP00000288207	9606.ENSP00000336868	0	0	0	0	0.832	0.047	0.400	0.772	0.975
CCNB2	TOP2A	9606.ENSP00000288207	9606.ENSP00000411532	0	0	0	0	0.875	0.052	0	0.809	0.975
CCNB2	CDC25C	9606.ENSP00000288207	9606.ENSP00000321656	0	0	0	0	0.786	0.245	0.900	0.659	0.993
CCNB2	PLK1	9606.ENSP00000288207	9606.ENSP00000300093	0	0	0	0	0.680	0.278	0.900	0.844	0.995
CCNB2	CDK1	9606.ENSP00000288207	9606.ENSP00000378699	0	0	0	0	0.899	0.882	0.900	0.996	0.999
CCNB2	CDC20	9606.ENSP00000288207	9606.ENSP00000361540	0	0	0	0	0.947	0.312	0.900	0.870	0.999
CCNE1	TRIP13	9606.ENSP00000262643	9606.ENSP00000166345	0	0	0	0	0.213	0.056	0	0.430	0.539
CCNE1	CDC6	9606.ENSP00000262643	9606.ENSP00000209728	0	0	0	0	0.510	0.292	0.400	0.587	0.902
CCNE1	MYBL2	9606.ENSP00000262643	9606.ENSP00000217026	0	0	0	0	0.274	0.312	0	0.389	0.669
CCNE1	ORC6	9606.ENSP00000262643	9606.ENSP00000219097	0	0	0	0	0.214	0	0	0.324	0.446
CCNE1	GMNN	9606.ENSP00000262643	9606.ENSP00000230056	0	0	0	0	0.193	0	0	0.315	0.424
CCNE1	E2F8	9606.ENSP00000262643	9606.ENSP00000250024	0	0	0	0	0.141	0	0	0.390	0.454
CCNE1	ESPL1	9606.ENSP00000262643	9606.ENSP00000257934	0	0	0	0	0.179	0	0	0.330	0.427
CCNE1	KIF23	9606.ENSP00000262643	9606.ENSP00000260363	0	0	0	0	0.296	0	0	0.458	0.602
CCNE1	MCM4	9606.ENSP00000262643	9606.ENSP00000262105	0	0	0	0	0.347	0	0	0.445	0.622
CCNE1	PKMYT1	9606.ENSP00000262643	9606.ENSP00000262300	0	0	0	0	0.204	0	0	0.412	0.512
CCNE1	GINS1	9606.ENSP00000262643	9606.ENSP00000262460	0	0	0	0	0.192	0	0	0.336	0.441
CCNE1	H3C12	9606.ENSP00000262643	9606.ENSP00000352252	0	0	0	0	0.055	0	0	0.391	0.400
CCNE1	UBE2C	9606.ENSP00000262643	9606.ENSP00000348838	0	0	0	0	0.191	0	0	0.297	0.408
CCNE1	CENPF	9606.ENSP00000262643	9606.ENSP00000355922	0	0	0	0	0.150	0	0	0.334	0.410
CCNE1	KIF4A	9606.ENSP00000262643	9606.ENSP00000363524	0	0	0	0	0.201	0	0	0.294	0.412
CCNE1	TTK	9606.ENSP00000262643	9606.ENSP00000358813	0	0	0	0	0.222	0	0	0.278	0.415
CCNE1	CDKN3	9606.ENSP00000262643	9606.ENSP00000335357	0	0	0	0	0.140	0	0	0.354	0.420
CCNE1	MAD2L1	9606.ENSP00000262643	9606.ENSP00000296509	0	0	0	0	0.178	0	0	0.328	0.425
CCNE1	KIF2C	9606.ENSP00000262643	9606.ENSP00000361298	0	0	0	0	0.211	0	0	0.310	0.432
CCNE1	PTTG1	9606.ENSP00000262643	9606.ENSP00000377536	0	0	0	0	0.157	0	0	0.367	0.443
CCNE1	MELK	9606.ENSP00000262643	9606.ENSP00000298048	0	0	0	0	0.304	0.057	0	0.230	0.451
CCNE1	TYMS	9606.ENSP00000262643	9606.ENSP00000315644	0	0	0	0	0.242	0	0	0.322	0.464
CCNE1	EXO1	9606.ENSP00000262643	9606.ENSP00000355506	0	0	0	0	0.339	0	0	0.235	0.472
CCNE1	CENPA	9606.ENSP00000262643	9606.ENSP00000336868	0	0	0	0	0.212	0	0	0.358	0.473
CCNE1	RAD51	9606.ENSP00000262643	9606.ENSP00000493712	0	0	0	0	0.249	0	0	0.348	0.489
CCNE1	E2F7	9606.ENSP00000262643	9606.ENSP00000323246	0	0	0	0	0.123	0	0	0.446	0.494
CCNE1	DEPDC1	9606.ENSP00000262643	9606.ENSP00000412292	0	0	0	0	0.167	0	0	0.427	0.502
CCNE1	MCM2	9606.ENSP00000262643	9606.ENSP00000265056	0	0	0	0	0.409	0	0	0.194	0.504
CCNE1	MKI67	9606.ENSP00000262643	9606.ENSP00000357643	0	0	0	0	0.127	0	0	0.465	0.513
CCNE1	CDCA8	9606.ENSP00000262643	9606.ENSP00000362146	0	0	0	0	0.322	0.064	0	0.301	0.518
CCNE1	TOP2A	9606.ENSP00000262643	9606.ENSP00000411532	0	0	0	0	0.184	0	0	0.451	0.533
CCNE1	MCM10	9606.ENSP00000262643	9606.ENSP00000418268	0	0	0	0	0.388	0	0	0.273	0.537
CCNE1	PLK1	9606.ENSP00000262643	9606.ENSP00000300093	0	0	0	0	0.186	0	0	0.455	0.538
CCNE1	CDC45	9606.ENSP00000262643	9606.ENSP00000405726	0	0	0	0	0.298	0	0	0.377	0.545
CCNE1	CDCA5	9606.ENSP00000262643	9606.ENSP00000275517	0	0	0	0	0.257	0	0	0.426	0.555
CCNE1	CDKN2C	9606.ENSP00000262643	9606.ENSP00000262662	0	0	0	0	0.057	0.193	0	0.468	0.559
CCNE1	RRM2	9606.ENSP00000262643	9606.ENSP00000353770	0	0	0	0	0.280	0	0	0.446	0.584
CCNE1	CEP55	9606.ENSP00000262643	9606.ENSP00000360540	0	0	0	0	0.146	0	0	0.558	0.606
CCNE1	ORC1	9606.ENSP00000262643	9606.ENSP00000360623	0	0	0	0	0.477	0	0	0.292	0.614
CCNE1	MCM6	9606.ENSP00000262643	9606.ENSP00000264156	0	0	0	0	0.278	0	0	0.592	0.693
CCNE1	CHEK1	9606.ENSP00000262643	9606.ENSP00000391090	0	0	0	0	0.205	0	0	0.643	0.704
CCNE1	CDC25C	9606.ENSP00000262643	9606.ENSP00000321656	0	0	0	0	0.313	0.333	0	0.474	0.738
CCNE1	H1-5	9606.ENSP00000262643	9606.ENSP00000330074	0	0	0	0	0.048	0.742	0	0.049	0.746
CCNE1	CDC20	9606.ENSP00000262643	9606.ENSP00000361540	0	0	0	0	0.247	0.068	0	0.685	0.760
CCNE1	FOXM1	9606.ENSP00000262643	9606.ENSP00000342307	0	0	0	0	0.167	0.510	0	0.496	0.776
CCNE1	CDT1	9606.ENSP00000262643	9606.ENSP00000301019	0	0	0	0	0.398	0.292	0	0.637	0.832
CCNE1	E2F2	9606.ENSP00000262643	9606.ENSP00000355249	0	0	0	0	0.062	0.306	0.400	0.793	0.908
CCNE1	E2F1	9606.ENSP00000262643	9606.ENSP00000345571	0	0	0	0	0.202	0.401	0.500	0.788	0.942
CCNE1	CDK1	9606.ENSP00000262643	9606.ENSP00000378699	0	0	0	0	0.193	0.812	0	0.834	0.972
CCNE1	CDC25A	9606.ENSP00000262643	9606.ENSP00000303706	0	0	0	0	0.401	0.646	0.900	0.657	0.991
CD38	TNFRSF17	9606.ENSP00000226279	9606.ENSP00000053243	0	0	0	0	0.428	0	0	0.620	0.773
CD38	MKI67	9606.ENSP00000226279	9606.ENSP00000357643	0	0	0	0	0.063	0	0	0.394	0.408
CD38	UCHL1	9606.ENSP00000226279	9606.ENSP00000284440	0	0	0	0	0.047	0	0	0.455	0.458
CD38	IGLL5	9606.ENSP00000226279	9606.ENSP00000431254	0	0	0	0	0.083	0	0	0.456	0.480
CD38	JCHAIN	9606.ENSP00000226279	9606.ENSP00000440066	0	0	0	0	0.336	0	0	0.317	0.527
CD38	GPRC5D	9606.ENSP00000226279	9606.ENSP00000228887	0	0	0	0	0.056	0	0	0.553	0.560
CD38	KCNN3	9606.ENSP00000226279	9606.ENSP00000481848	0	0	0	0	0.087	0	0	0.571	0.591
CD38	MZB1	9606.ENSP00000226279	9606.ENSP00000303920	0	0	0	0	0.478	0	0	0.329	0.635
CD38	LOC102723407	9606.ENSP00000226279	9606.ENSP00000478289	0	0	0	0	0	0	0	0.794	0.794
CD38	SDC1	9606.ENSP00000226279	9606.ENSP00000370542	0	0	0	0	0	0	0	0.882	0.882
CDC20	TRIP13	9606.ENSP00000361540	9606.ENSP00000166345	0	0	0	0	0.810	0.944	0	0.734	0.996
CDC20	CDC6	9606.ENSP00000361540	9606.ENSP00000209728	0	0	0	0	0.542	0.402	0	0.735	0.921
CDC20	CENPM	9606.ENSP00000361540	9606.ENSP00000215980	0	0	0	0	0.700	0	0.500	0.614	0.937
CDC20	POLE2	9606.ENSP00000361540	9606.ENSP00000216367	0	0	0	0	0.262	0	0	0.268	0.437
CDC20	MYBL2	9606.ENSP00000361540	9606.ENSP00000217026	0	0	0	0	0.647	0.294	0	0.502	0.865
CDC20	ORC6	9606.ENSP00000361540	9606.ENSP00000219097	0	0	0	0	0.226	0	0	0.435	0.544
CDC20	OIP5	9606.ENSP00000361540	9606.ENSP00000220514	0	0	0	0	0.634	0	0	0.201	0.695
CDC20	RAD51AP1	9606.ENSP00000361540	9606.ENSP00000228843	0	0	0	0	0.484	0	0	0.511	0.737
CDC20	FBXO5	9606.ENSP00000361540	9606.ENSP00000229758	0	0	0	0	0.304	0.994	0.900	0.978	0.999
CDC20	GMNN	9606.ENSP00000361540	9606.ENSP00000230056	0	0	0	0	0.247	0.625	0	0.639	0.889
CDC20	NCAPH	9606.ENSP00000361540	9606.ENSP00000240423	0	0	0	0	0.751	0	0	0.375	0.838
CDC20	MND1	9606.ENSP00000361540	9606.ENSP00000240488	0	0	0	0	0.436	0	0	0.165	0.509
CDC20	DLGAP5	9606.ENSP00000361540	9606.ENSP00000247191	0	0	0	0	0.931	0	0	0.735	0.981
CDC20	E2F8	9606.ENSP00000361540	9606.ENSP00000250024	0	0	0	0	0.533	0	0	0.341	0.679
CDC20	PIMREG	9606.ENSP00000361540	9606.ENSP00000250056	0	0	0	0	0.570	0.091	0	0.374	0.734
CDC20	NCAPG	9606.ENSP00000361540	9606.ENSP00000251496	0	0	0	0	0.816	0	0	0.737	0.949
CDC20	GINS2	9606.ENSP00000361540	9606.ENSP00000253462	0	0	0	0	0.495	0	0	0.295	0.628
CDC20	TROAP	9606.ENSP00000361540	9606.ENSP00000257909	0	0	0	0	0.768	0	0	0.288	0.827
CDC20	ESPL1	9606.ENSP00000361540	9606.ENSP00000257934	0	0	0	0	0.733	0.095	0.500	0.918	0.988
CDC20	KIF23	9606.ENSP00000361540	9606.ENSP00000260363	0	0	0	0	0.617	0	0	0.493	0.797
CDC20	KIF11	9606.ENSP00000361540	9606.ENSP00000260731	0	0	0	0	0.920	0.143	0	0.825	0.987
CDC20	NDC80	9606.ENSP00000361540	9606.ENSP00000261597	0	0	0	0	0.825	0	0.500	0.609	0.962
CDC20	MCM4	9606.ENSP00000361540	9606.ENSP00000262105	0	0	0	0	0.544	0.191	0	0.705	0.882
CDC20	PKMYT1	9606.ENSP00000361540	9606.ENSP00000262300	0	0	0	0	0.385	0.182	0	0.689	0.830
CDC20	SGO1	9606.ENSP00000361540	9606.ENSP00000263753	0	0	0	0	0.578	0.066	0.800	0.852	0.986
CDC20	MCM6	9606.ENSP00000361540	9606.ENSP00000264156	0	0	0	0	0.405	0.059	0	0.736	0.839
CDC20	NEIL3	9606.ENSP00000361540	9606.ENSP00000264596	0	0	0	0	0.394	0	0	0.170	0.476
CDC20	DEPDC1B	9606.ENSP00000361540	9606.ENSP00000265036	0.044	0	0	0	0.487	0	0	0.127	0.534
CDC20	MCM2	9606.ENSP00000361540	9606.ENSP00000265056	0	0	0	0	0.574	0.067	0	0.381	0.733
CDC20	CENPE	9606.ENSP00000361540	9606.ENSP00000265148	0	0	0	0	0.645	0.049	0.800	0.864	0.989
CDC20	TICRR	9606.ENSP00000361540	9606.ENSP00000268138	0	0	0	0	0.474	0.094	0	0.150	0.559
CDC20	PLK4	9606.ENSP00000361540	9606.ENSP00000270861	0	0	0	0	0.476	0.099	0	0.457	0.721
CDC20	NUF2	9606.ENSP00000361540	9606.ENSP00000271452	0	0	0	0	0.718	0	0.500	0.751	0.962
CDC20	CDCA5	9606.ENSP00000361540	9606.ENSP00000275517	0	0	0	0	0.789	0	0	0.722	0.938
CDC20	CENPU	9606.ENSP00000361540	9606.ENSP00000281453	0	0	0	0	0.347	0	0.500	0.539	0.836
CDC20	SPC25	9606.ENSP00000361540	9606.ENSP00000282074	0	0	0	0	0.569	0	0.500	0.158	0.802
CDC20	SKA1	9606.ENSP00000361540	9606.ENSP00000285116	0	0	0	0	0.494	0	0.800	0.399	0.933
CDC20	POC1A	9606.ENSP00000361540	9606.ENSP00000296484	0	0	0.144	0.570	0.444	0.105	0	0.190	0.609
CDC20	MAD2L1	9606.ENSP00000361540	9606.ENSP00000296509	0	0	0	0	0.632	0.999	0.900	0.981	0.999
CDC20	MELK	9606.ENSP00000361540	9606.ENSP00000298048	0	0	0	0	0.897	0.046	0	0.665	0.964
CDC20	PCLAF	9606.ENSP00000361540	9606.ENSP00000300035	0	0	0	0	0.747	0	0	0.551	0.881
CDC20	PLK1	9606.ENSP00000361540	9606.ENSP00000300093	0	0	0	0	0.951	0.994	0.800	0.910	0.999
CDC20	TPX2	9606.ENSP00000361540	9606.ENSP00000300403	0	0	0	0	0.858	0	0	0.736	0.961
CDC20	CDT1	9606.ENSP00000361540	9606.ENSP00000301019	0	0	0	0	0.766	0.402	0	0.482	0.921
CDC20	CDC25A	9606.ENSP00000361540	9606.ENSP00000303706	0	0	0	0	0.401	0.153	0	0.709	0.839
CDC20	CKAP2L	9606.ENSP00000361540	9606.ENSP00000305204	0	0	0	0	0.478	0	0	0.300	0.618
CDC20	FEN1	9606.ENSP00000361540	9606.ENSP00000305480	0.042	0	0	0	0.484	0.071	0	0.355	0.664
CDC20	SHCBP1	9606.ENSP00000361540	9606.ENSP00000306473	0	0	0	0	0.552	0	0	0.128	0.593
CDC20	ESCO2	9606.ENSP00000361540	9606.ENSP00000306999	0	0	0	0	0.358	0.054	0	0.167	0.450
CDC20	FANCI	9606.ENSP00000361540	9606.ENSP00000310842	0	0	0	0	0.464	0	0	0.200	0.553
CDC20	CLSPN	9606.ENSP00000361540	9606.ENSP00000312995	0	0	0	0	0.239	0.292	0	0.355	0.622
CDC20	TYMS	9606.ENSP00000361540	9606.ENSP00000315644	0	0	0	0	0.560	0	0	0.470	0.757
CDC20	SKA3	9606.ENSP00000361540	9606.ENSP00000319417	0	0	0	0	0.531	0	0	0.318	0.666
CDC20	CDC25C	9606.ENSP00000361540	9606.ENSP00000321656	0	0	0	0	0.569	0.119	0	0.757	0.900
CDC20	DSCC1	9606.ENSP00000361540	9606.ENSP00000322180	0	0	0	0	0.323	0.071	0	0.207	0.458
CDC20	E2F7	9606.ENSP00000361540	9606.ENSP00000323246	0	0	0	0	0.417	0	0	0.315	0.584
CDC20	SPAG5	9606.ENSP00000361540	9606.ENSP00000323300	0	0	0	0	0.823	0.099	0	0.557	0.923
CDC20	KIF15	9606.ENSP00000361540	9606.ENSP00000324020	0	0	0	0	0.740	0.126	0	0.336	0.836
CDC20	PIF1	9606.ENSP00000361540	9606.ENSP00000328174	0.055	0	0	0	0.416	0.069	0	0.167	0.515
CDC20	CDCA2	9606.ENSP00000361540	9606.ENSP00000328228	0	0	0	0	0.617	0	0	0.556	0.822
CDC20	CDKN3	9606.ENSP00000361540	9606.ENSP00000335357	0	0	0	0	0.799	0.178	0	0.364	0.885
CDC20	KNL1	9606.ENSP00000361540	9606.ENSP00000335463	0	0	0	0	0.322	0.663	0.500	0.616	0.950
CDC20	CENPA	9606.ENSP00000361540	9606.ENSP00000336868	0	0	0	0	0.835	0.091	0.800	0.603	0.986
CDC20	FOXM1	9606.ENSP00000361540	9606.ENSP00000342307	0	0	0	0	0.783	0.071	0	0.714	0.937
CDC20	E2F1	9606.ENSP00000361540	9606.ENSP00000345571	0	0	0	0	0.357	0.510	0	0.499	0.828
CDC20	UBE2C	9606.ENSP00000361540	9606.ENSP00000348838	0	0	0	0	0.951	0.957	0.540	0.891	0.999
CDC20	H3C12	9606.ENSP00000361540	9606.ENSP00000352252	0	0	0	0	0.161	0.091	0	0.459	0.551
CDC20	RRM2	9606.ENSP00000361540	9606.ENSP00000353770	0	0	0	0	0.770	0.049	0	0.609	0.907
CDC20	E2F2	9606.ENSP00000361540	9606.ENSP00000355249	0	0	0	0	0.128	0	0	0.437	0.489
CDC20	EXO1	9606.ENSP00000361540	9606.ENSP00000355506	0.042	0	0	0	0.559	0.045	0	0.555	0.796
CDC20	CENPF	9606.ENSP00000361540	9606.ENSP00000355922	0	0	0	0	0.777	0	0.800	0.801	0.990
CDC20	DTL	9606.ENSP00000361540	9606.ENSP00000355958	0	0	0	0	0.485	0	0	0.400	0.678
CDC20	NEK2	9606.ENSP00000361540	9606.ENSP00000355966	0	0	0	0	0.833	0.994	0.500	0.667	0.999
CDC20	KIF14	9606.ENSP00000361540	9606.ENSP00000356319	0	0	0	0	0.513	0	0	0.358	0.674
CDC20	CENPW	9606.ENSP00000361540	9606.ENSP00000357308	0	0	0	0	0.620	0	0	0.293	0.720
CDC20	MKI67	9606.ENSP00000361540	9606.ENSP00000357643	0	0	0	0	0.815	0.292	0	0.540	0.934
CDC20	TTK	9606.ENSP00000361540	9606.ENSP00000358813	0	0	0	0	0.905	0.327	0	0.869	0.990
CDC20	CEP55	9606.ENSP00000361540	9606.ENSP00000360540	0	0	0	0	0.825	0	0	0.728	0.950
CDC20	ORC1	9606.ENSP00000361540	9606.ENSP00000360623	0	0	0	0	0.529	0.067	0	0.276	0.654
CDC20	STIL	9606.ENSP00000361540	9606.ENSP00000360944	0	0	0	0	0.436	0.045	0	0.274	0.574
CDC20	RAD54L	9606.ENSP00000361540	9606.ENSP00000361043	0	0	0	0	0.482	0.100	0	0.377	0.685
